"133","2","2016-12-14 12:02:27","2016-12-14 12:02:27",,"favicon",,"inherit","open","closed",,"favicon",,,"2016-12-14 12:02:27","2016-12-14 12:02:27",,"0","http://visit.2626.today/wp-content/uploads/favicon.png","0","attachment","image/png","0"
"136","2","2016-12-14 12:12:40","2016-12-14 12:12:40","/*
You can add your own CSS here.

Click the help icon above to learn more.
*/","essu",,"publish","closed","closed",,"essu",,,"2016-12-14 12:16:11","2016-12-14 12:16:11",,"0","http://visit.2626.today/essu/","0","custom_css",,"0"
"137","2","2016-12-14 12:12:40","2016-12-14 12:12:40","/*
You can add your own CSS here.

Click the help icon above to learn more.
*/

@media (min-width: 1000px)
.kktfwp-title-wrapper .entry-title {
    font-size: 35px;
}","essu",,"inherit","closed","closed",,"136-revision-v1",,,"2016-12-14 12:12:40","2016-12-14 12:12:40",,"136","http://visit.2626.today/136-revision-v1/","0","revision",,"0"
"140","2","2016-12-14 12:14:36","2016-12-14 12:14:36","/*
You can add your own CSS here.

Click the help icon above to learn more.
*/

@media (min-width: 1000px)
.kktfwp-title-wrapper .entry-title {
    font-size: 35px !important;
}","essu",,"inherit","closed","closed",,"136-revision-v1",,,"2016-12-14 12:14:36","2016-12-14 12:14:36",,"136","http://visit.2626.today/136-revision-v1/","0","revision",,"0"
"142","2","2016-12-14 12:16:11","2016-12-14 12:16:11","/*
You can add your own CSS here.

Click the help icon above to learn more.
*/","essu",,"inherit","closed","closed",,"136-revision-v1",,,"2016-12-14 12:16:11","2016-12-14 12:16:11",,"136","http://visit.2626.today/136-revision-v1/","0","revision",,"0"
"144","2","2016-12-14 12:42:47","2016-12-14 12:42:47","[vc_row][vc_column width=""1/4""][/vc_column][vc_column width=""3/4""][/vc_column][/vc_row]","The Muse",,"inherit","closed","closed",,"80-revision-v1",,,"2016-12-14 12:42:47","2016-12-14 12:42:47",,"80","http://visit.2626.today/80-revision-v1/","0","revision",,"0"
"145","2","2016-12-14 13:15:57","2016-12-14 13:15:57","[vc_row content_placement=""middle""][vc_column][vc_single_image image=""91"" img_size=""full"" alignment=""center""][/vc_column][/vc_row][vc_row css="".vc_custom_1481698847352{padding-right: 30px !important;padding-left: 30px !important;}""][vc_column width=""1/2""][vc_column_text el_class=""about-heading""]FROM STRENGTH
TO STRENGTH[/vc_column_text][/vc_column][vc_column width=""1/2""][vc_column_text]We’re one of the few agencies in the world that can take an idea from end to end. From napkin sketch to a real world product.
Our aim is to delight the world through compelling and meaningful consumer experiences. As a specialized agency, we focus on exploring creative technologies and making them more accessible to brands and audiences. At heart, we are a servicebased company that works to develop authentic, effective and measurable content for smart, ambitious and attractive people like you.
We are an adaptable bunch which certainly comes in handy as we can handle projects across print and digital without using Google to understand your brief.[/vc_column_text][/vc_column][/vc_row]","About",,"inherit","closed","closed",,"55-revision-v1",,,"2016-12-14 13:15:57","2016-12-14 13:15:57",,"55","http://visit.2626.today/55-revision-v1/","0","revision",,"0"
"146","2","2016-12-14 17:34:02","2016-12-14 17:34:02",,"Clients",,"publish","closed","closed",,"clients",,,"2016-12-15 11:08:15","2016-12-15 11:08:15",,"0","http://visit.2626.today/?post_type=envira&#038;p=14","0","envira",,"0"
"147","2","2016-12-14 17:28:37","2016-12-14 17:28:37",,"Beroe",,"inherit","open","closed",,"beroe",,,"2016-12-14 17:28:37","2016-12-14 17:28:37",,"146","http://visit.2626.today/wp-content/uploads/Beroe.png","0","attachment","image/png","0"
"148","2","2016-12-14 17:28:47","2016-12-14 17:28:47",,"CII",,"inherit","open","closed",,"cii",,,"2016-12-14 17:28:47","2016-12-14 17:28:47",,"146","http://visit.2626.today/wp-content/uploads/CII.png","0","attachment","image/png","0"
"149","2","2016-12-14 17:28:57","2016-12-14 17:28:57",,"Excelity",,"inherit","open","closed",,"excelity",,,"2016-12-14 17:28:57","2016-12-14 17:28:57",,"146","http://visit.2626.today/wp-content/uploads/Excelity.png","0","attachment","image/png","0"
"150","2","2016-12-14 17:29:08","2016-12-14 17:29:08",,"Fabindia",,"inherit","open","closed",,"fabindia",,,"2016-12-14 17:29:08","2016-12-14 17:29:08",,"146","http://visit.2626.today/wp-content/uploads/Fabindia.png","0","attachment","image/png","0"
"151","2","2016-12-14 17:29:23","2016-12-14 17:29:23",,"Glenfiddich",,"inherit","open","closed",,"glenfiddich",,,"2016-12-14 17:29:23","2016-12-14 17:29:23",,"146","http://visit.2626.today/wp-content/uploads/Glenfiddich.png","0","attachment","image/png","0"
"152","2","2016-12-14 17:29:36","2016-12-14 17:29:36",,"Grant's",,"inherit","open","closed",,"grants",,,"2016-12-14 17:29:36","2016-12-14 17:29:36",,"146","http://visit.2626.today/wp-content/uploads/Grants.png","0","attachment","image/png","0"
"153","2","2016-12-14 17:29:49","2016-12-14 17:29:49",,"HCL Technologies",,"inherit","open","closed",,"hcl-technologies",,,"2016-12-14 17:29:49","2016-12-14 17:29:49",,"146","http://visit.2626.today/wp-content/uploads/HCL-Technologies.png","0","attachment","image/png","0"
"154","2","2016-12-14 17:30:00","2016-12-14 17:30:00",,"Hendrick's",,"inherit","open","closed",,"hendricks",,,"2016-12-14 17:30:00","2016-12-14 17:30:00",,"146","http://visit.2626.today/wp-content/uploads/Hendricks.png","0","attachment","image/png","0"
"155","2","2016-12-14 17:30:12","2016-12-14 17:30:12",,"Jameson",,"inherit","open","closed",,"jameson",,,"2016-12-14 17:30:12","2016-12-14 17:30:12",,"146","http://visit.2626.today/wp-content/uploads/Jameson.png","0","attachment","image/png","0"
"156","2","2016-12-14 17:30:27","2016-12-14 17:30:27",,"Kotsberg",,"inherit","open","closed",,"kotsberg",,,"2016-12-14 17:30:27","2016-12-14 17:30:27",,"146","http://visit.2626.today/wp-content/uploads/Kotsberg.png","0","attachment","image/png","0"
"157","2","2016-12-14 17:30:39","2016-12-14 17:30:39",,"Monkey Shoulder",,"inherit","open","closed",,"monkey-shoulder",,,"2016-12-14 17:30:39","2016-12-14 17:30:39",,"146","http://visit.2626.today/wp-content/uploads/Monkey-Shoulder.png","0","attachment","image/png","0"
"158","2","2016-12-14 17:30:49","2016-12-14 17:30:49",,"Nasscom",,"inherit","open","closed",,"nasscom",,,"2016-12-14 17:30:49","2016-12-14 17:30:49",,"146","http://visit.2626.today/wp-content/uploads/Nasscom.png","0","attachment","image/png","0"
"159","2","2016-12-14 17:30:59","2016-12-14 17:30:59",,"Perinto",,"inherit","open","closed",,"perinto",,,"2016-12-14 17:30:59","2016-12-14 17:30:59",,"146","http://visit.2626.today/wp-content/uploads/Perinto.png","0","attachment","image/png","0"
"160","2","2016-12-14 17:31:07","2016-12-14 17:31:07",,"Royal Salute",,"inherit","open","closed",,"royal-salute",,,"2016-12-14 17:31:07","2016-12-14 17:31:07",,"146","http://visit.2626.today/wp-content/uploads/Royal-Salute.png","0","attachment","image/png","0"
"161","2","2016-12-14 17:31:19","2016-12-14 17:31:19",,"The Balvenie",,"inherit","open","closed",,"the-balvenie",,,"2016-12-14 17:31:19","2016-12-14 17:31:19",,"146","http://visit.2626.today/wp-content/uploads/The-Balvenie.png","0","attachment","image/png","0"
"162","2","2016-12-14 17:31:31","2016-12-14 17:31:31",,"The Glenlivet",,"inherit","open","closed",,"the-glenlivet",,,"2016-12-14 17:31:31","2016-12-14 17:31:31",,"146","http://visit.2626.today/wp-content/uploads/The-Glenlivet.png","0","attachment","image/png","0"
"163","2","2016-12-14 17:31:45","2016-12-14 17:31:45",,"Vish A Watch",,"inherit","open","closed",,"vish-a-watch",,,"2016-12-14 17:31:45","2016-12-14 17:31:45",,"146","http://visit.2626.today/wp-content/uploads/Vish-A-Watch.png","0","attachment","image/png","0"
"164","2","2016-12-14 17:35:08","2016-12-14 17:35:08","[envira-gallery slug=""clients""]","Clients",,"inherit","closed","closed",,"53-revision-v1",,,"2016-12-14 17:35:08","2016-12-14 17:35:08",,"53","http://visit.2626.today/53-revision-v1/","0","revision",,"0"
"165","2","2016-12-15 11:53:32","2016-12-15 11:53:32","[vc_row][vc_column][vc_column_text el_class=""galry""][envira-gallery slug=""clients""][/vc_column_text][/vc_column][/vc_row]","Clients",,"inherit","closed","closed",,"53-revision-v1",,,"2016-12-15 11:53:32","2016-12-15 11:53:32",,"53","http://visit.2626.today/53-revision-v1/","0","revision",,"0"
"167","2","2016-12-22 07:37:13","2016-12-22 07:37:13",,"271A9233",,"inherit","open","closed",,"271a9233",,,"2016-12-22 07:37:13","2016-12-22 07:37:13",,"0","http://visit.2626.today/wp-content/uploads/271A9233.png","0","attachment","image/png","0"
"168","2","2016-12-22 07:37:33","2016-12-22 07:37:33",,"271A9281",,"inherit","open","closed",,"271a9281",,,"2016-12-22 07:37:33","2016-12-22 07:37:33",,"0","http://visit.2626.today/wp-content/uploads/271A9281.png","0","attachment","image/png","0"
"169","2","2016-12-22 07:37:55","2016-12-22 07:37:55",,"271A9288",,"inherit","open","closed",,"271a9288",,,"2016-12-22 07:37:55","2016-12-22 07:37:55",,"0","http://visit.2626.today/wp-content/uploads/271A9288.png","0","attachment","image/png","0"
"170","2","2016-12-22 07:38:16","2016-12-22 07:38:16",,"271A9311",,"inherit","open","closed",,"271a9311",,,"2016-12-22 07:38:16","2016-12-22 07:38:16",,"0","http://visit.2626.today/wp-content/uploads/271A9311.png","0","attachment","image/png","0"
"171","2","2016-12-22 07:38:30","2016-12-22 07:38:30",,"Christmas",,"inherit","open","closed",,"christmas",,,"2016-12-22 07:38:30","2016-12-22 07:38:30",,"0","http://visit.2626.today/wp-content/uploads/Christmas.png","0","attachment","image/png","0"
"172","2","2016-12-22 07:38:50","2016-12-22 07:38:50",,"DSC_2483",,"inherit","open","closed",,"dsc_2483",,,"2016-12-22 07:38:50","2016-12-22 07:38:50",,"0","http://visit.2626.today/wp-content/uploads/DSC_2483.png","0","attachment","image/png","0"
"173","2","2016-12-22 07:39:07","2016-12-22 07:39:07",,"DSC_3931",,"inherit","open","closed",,"dsc_3931",,,"2016-12-22 07:39:07","2016-12-22 07:39:07",,"0","http://visit.2626.today/wp-content/uploads/DSC_3931.png","0","attachment","image/png","0"
"174","2","2016-12-22 07:39:19","2016-12-22 07:39:19",,"DSC_4173",,"inherit","open","closed",,"dsc_4173",,,"2016-12-22 07:39:19","2016-12-22 07:39:19",,"0","http://visit.2626.today/wp-content/uploads/DSC_4173.png","0","attachment","image/png","0"
"175","2","2016-12-22 07:39:38","2016-12-22 07:39:38",,"DSC_4260",,"inherit","open","closed",,"dsc_4260",,,"2016-12-22 07:39:38","2016-12-22 07:39:38",,"0","http://visit.2626.today/wp-content/uploads/DSC_4260.png","0","attachment","image/png","0"
"176","2","2016-12-22 07:39:49","2016-12-22 07:39:49",,"DSC_4438",,"inherit","open","closed",,"dsc_4438",,,"2016-12-22 07:39:49","2016-12-22 07:39:49",,"0","http://visit.2626.today/wp-content/uploads/DSC_4438.png","0","attachment","image/png","0"
"177","2","2016-12-22 07:40:05","2016-12-22 07:40:05",,"DSC_4752",,"inherit","open","closed",,"dsc_4752",,,"2016-12-22 07:40:05","2016-12-22 07:40:05",,"0","http://visit.2626.today/wp-content/uploads/DSC_4752.png","0","attachment","image/png","0"
"178","2","2016-12-22 07:40:27","2016-12-22 07:40:27",,"DSC_5466",,"inherit","open","closed",,"dsc_5466",,,"2016-12-22 07:40:27","2016-12-22 07:40:27",,"0","http://visit.2626.today/wp-content/uploads/DSC_5466.png","0","attachment","image/png","0"
"179","2","2016-12-22 07:40:45","2016-12-22 07:40:45",,"DSC_6707",,"inherit","open","closed",,"dsc_6707",,,"2016-12-22 07:40:45","2016-12-22 07:40:45",,"0","http://visit.2626.today/wp-content/uploads/DSC_6707.png","0","attachment","image/png","0"
"180","2","2016-12-22 07:40:59","2016-12-22 07:40:59",,"DSC_6778",,"inherit","open","closed",,"dsc_6778",,,"2016-12-22 07:40:59","2016-12-22 07:40:59",,"0","http://visit.2626.today/wp-content/uploads/DSC_6778.png","0","attachment","image/png","0"
"181","2","2016-12-22 07:41:13","2016-12-22 07:41:13",,"DSC_7096",,"inherit","open","closed",,"dsc_7096",,,"2016-12-22 07:41:13","2016-12-22 07:41:13",,"0","http://visit.2626.today/wp-content/uploads/DSC_7096.png","0","attachment","image/png","0"
"182","2","2016-12-22 07:41:33","2016-12-22 07:41:33",,"DSC_7782",,"inherit","open","closed",,"dsc_7782",,,"2016-12-22 07:41:33","2016-12-22 07:41:33",,"0","http://visit.2626.today/wp-content/uploads/DSC_7782.png","0","attachment","image/png","0"
"183","2","2016-12-22 07:41:56","2016-12-22 07:41:56",,"DSC_9017",,"inherit","open","closed",,"dsc_9017",,,"2016-12-22 07:41:56","2016-12-22 07:41:56",,"0","http://visit.2626.today/wp-content/uploads/DSC_9017.png","0","attachment","image/png","0"
"184","2","2016-12-22 07:42:22","2016-12-22 07:42:22",,"DSC_8819-2400",,"inherit","open","closed",,"dsc_8819-2400",,,"2016-12-22 07:42:22","2016-12-22 07:42:22",,"0","http://visit.2626.today/wp-content/uploads/DSC_8819-2400.png","0","attachment","image/png","0"
"185","2","2016-12-22 07:42:34","2016-12-22 07:42:34",,"DSC_8828-2400",,"inherit","open","closed",,"dsc_8828-2400",,,"2016-12-22 07:42:34","2016-12-22 07:42:34",,"0","http://visit.2626.today/wp-content/uploads/DSC_8828-2400.png","0","attachment","image/png","0"
"186","2","2016-12-22 07:42:45","2016-12-22 07:42:45",,"DSC_8835-2400",,"inherit","open","closed",,"dsc_8835-2400",,,"2016-12-22 07:42:45","2016-12-22 07:42:45",,"0","http://visit.2626.today/wp-content/uploads/DSC_8835-2400.png","0","attachment","image/png","0"
"187","2","2016-12-22 07:42:58","2016-12-22 07:42:58",,"DSC_8847-2400",,"inherit","open","closed",,"dsc_8847-2400",,,"2016-12-22 07:42:58","2016-12-22 07:42:58",,"0","http://visit.2626.today/wp-content/uploads/DSC_8847-2400.png","0","attachment","image/png","0"
"189","2","2016-12-22 07:43:12","2016-12-22 07:43:12",,"DSC_8862-2400",,"inherit","open","closed",,"dsc_8862-2400",,,"2016-12-22 07:43:12","2016-12-22 07:43:12",,"0","http://visit.2626.today/wp-content/uploads/DSC_8862-2400.png","0","attachment","image/png","0"
"190","2","2016-12-22 07:43:21","2016-12-22 07:43:21",,"DSC_8866-2400",,"inherit","open","closed",,"dsc_8866-2400",,,"2016-12-22 07:43:21","2016-12-22 07:43:21",,"0","http://visit.2626.today/wp-content/uploads/DSC_8866-2400.png","0","attachment","image/png","0"
"191","2","2016-12-22 07:43:29","2016-12-22 07:43:29",,"DSC_8880-2400-2",,"inherit","open","closed",,"dsc_8880-2400-2",,,"2016-12-22 07:43:29","2016-12-22 07:43:29",,"0","http://visit.2626.today/wp-content/uploads/DSC_8880-2400-2.png","0","attachment","image/png","0"
"192","2","2016-12-22 07:43:39","2016-12-22 07:43:39",,"DSC_8880-2400",,"inherit","open","closed",,"dsc_8880-2400",,,"2016-12-22 07:43:39","2016-12-22 07:43:39",,"0","http://visit.2626.today/wp-content/uploads/DSC_8880-2400.png","0","attachment","image/png","0"
"193","2","2016-12-22 07:43:46","2016-12-22 07:43:46",,"DSC_8893-2400",,"inherit","open","closed",,"dsc_8893-2400",,,"2016-12-22 07:43:46","2016-12-22 07:43:46",,"0","http://visit.2626.today/wp-content/uploads/DSC_8893-2400.png","0","attachment","image/png","0"
"194","2","2016-12-22 07:43:59","2016-12-22 07:43:59",,"DSC_8900-2400",,"inherit","open","closed",,"dsc_8900-2400",,,"2016-12-22 07:43:59","2016-12-22 07:43:59",,"0","http://visit.2626.today/wp-content/uploads/DSC_8900-2400.png","0","attachment","image/png","0"
"195","2","2016-12-22 07:44:13","2016-12-22 07:44:13",,"DSC_9075-2400-2",,"inherit","open","closed",,"dsc_9075-2400-2",,,"2016-12-22 07:44:13","2016-12-22 07:44:13",,"0","http://visit.2626.today/wp-content/uploads/DSC_9075-2400-2.png","0","attachment","image/png","0"
"197","2","2016-12-22 08:15:08","2016-12-22 08:15:08",,"portfolio-coffee-01-1920x1080-833x469 copy",,"inherit","open","closed",,"portfolio-coffee-01-1920x1080-833x469-copy",,,"2016-12-22 08:15:08","2016-12-22 08:15:08",,"22","http://visit.2626.today/wp-content/uploads/portfolio-coffee-01-1920x1080-833x469-copy.jpg","0","attachment","image/jpeg","0"
"199","2","2016-12-22 13:39:39","2016-12-22 13:39:39",,"Photography",,"publish","closed","closed",,"199",,,"2017-01-25 07:58:56","2017-01-25 07:58:56",,"0","http://visit.2626.today/?post_type=envira&#038;p=199","0","envira",,"0"
"200","2","2016-12-25 11:56:22","2016-12-25 11:56:22",,"DSC_8819",,"inherit","open","closed",,"dsc_8819",,,"2016-12-25 11:56:22","2016-12-25 11:56:22",,"22","http://visit.2626.today/wp-content/uploads/DSC_8819.png","0","attachment","image/png","0"
"201","2","2016-12-25 11:56:44","2016-12-25 11:56:44",,"DSC_8821",,"inherit","open","closed",,"dsc_8821",,,"2016-12-25 11:56:44","2016-12-25 11:56:44",,"22","http://visit.2626.today/wp-content/uploads/DSC_8821.png","0","attachment","image/png","0"
"202","2","2016-12-25 11:57:08","2016-12-25 11:57:08",,"DSC_8828",,"inherit","open","closed",,"dsc_8828",,,"2016-12-25 11:57:08","2016-12-25 11:57:08",,"22","http://visit.2626.today/wp-content/uploads/DSC_8828.png","0","attachment","image/png","0"
"203","2","2016-12-25 11:57:29","2016-12-25 11:57:29",,"DSC_8835",,"inherit","open","closed",,"dsc_8835",,,"2016-12-25 11:57:29","2016-12-25 11:57:29",,"22","http://visit.2626.today/wp-content/uploads/DSC_8835.png","0","attachment","image/png","0"
"204","2","2016-12-25 11:57:47","2016-12-25 11:57:47",,"DSC_8847",,"inherit","open","closed",,"dsc_8847",,,"2016-12-25 11:57:47","2016-12-25 11:57:47",,"22","http://visit.2626.today/wp-content/uploads/DSC_8847.png","0","attachment","image/png","0"
"205","2","2016-12-25 11:58:04","2016-12-25 11:58:04",,"DSC_8847-2",,"inherit","open","closed",,"dsc_8847-2",,,"2016-12-25 11:58:04","2016-12-25 11:58:04",,"22","http://visit.2626.today/wp-content/uploads/DSC_8847-2.png","0","attachment","image/png","0"
"206","2","2016-12-25 11:58:20","2016-12-25 11:58:20",,"DSC_8850",,"inherit","open","closed",,"dsc_8850",,,"2016-12-25 11:58:20","2016-12-25 11:58:20",,"22","http://visit.2626.today/wp-content/uploads/DSC_8850.png","0","attachment","image/png","0"
"207","2","2016-12-25 11:58:41","2016-12-25 11:58:41",,"DSC_8852",,"inherit","open","closed",,"dsc_8852",,,"2016-12-25 11:58:41","2016-12-25 11:58:41",,"22","http://visit.2626.today/wp-content/uploads/DSC_8852.png","0","attachment","image/png","0"
"208","2","2016-12-25 11:58:58","2016-12-25 11:58:58",,"DSC_8861",,"inherit","open","closed",,"dsc_8861",,,"2016-12-25 11:58:58","2016-12-25 11:58:58",,"22","http://visit.2626.today/wp-content/uploads/DSC_8861.png","0","attachment","image/png","0"
"209","2","2016-12-25 11:59:18","2016-12-25 11:59:18",,"DSC_8862",,"inherit","open","closed",,"dsc_8862",,,"2016-12-25 11:59:18","2016-12-25 11:59:18",,"22","http://visit.2626.today/wp-content/uploads/DSC_8862.png","0","attachment","image/png","0"
"210","2","2016-12-25 11:59:40","2016-12-25 11:59:40",,"DSC_8866",,"inherit","open","closed",,"dsc_8866",,,"2016-12-25 11:59:40","2016-12-25 11:59:40",,"22","http://visit.2626.today/wp-content/uploads/DSC_8866.png","0","attachment","image/png","0"
"211","2","2016-12-25 11:59:58","2016-12-25 11:59:58",,"DSC_8880",,"inherit","open","closed",,"dsc_8880",,,"2016-12-25 11:59:58","2016-12-25 11:59:58",,"22","http://visit.2626.today/wp-content/uploads/DSC_8880.png","0","attachment","image/png","0"
"212","2","2016-12-25 12:00:15","2016-12-25 12:00:15",,"DSC_8880-2",,"inherit","open","closed",,"dsc_8880-2",,,"2016-12-25 12:00:15","2016-12-25 12:00:15",,"22","http://visit.2626.today/wp-content/uploads/DSC_8880-2.png","0","attachment","image/png","0"
"213","2","2016-12-25 12:00:37","2016-12-25 12:00:37",,"DSC_8893",,"inherit","open","closed",,"dsc_8893",,,"2016-12-25 12:00:37","2016-12-25 12:00:37",,"22","http://visit.2626.today/wp-content/uploads/DSC_8893.png","0","attachment","image/png","0"
"214","2","2016-12-25 12:00:56","2016-12-25 12:00:56",,"DSC_8900",,"inherit","open","closed",,"dsc_8900-2",,,"2016-12-25 12:00:56","2016-12-25 12:00:56",,"22","http://visit.2626.today/wp-content/uploads/DSC_8900.png","0","attachment","image/png","0"
"216","2","2016-12-27 09:14:42","2016-12-27 09:14:42",,"Portfolio-7",,"inherit","closed","closed",,"130-autosave-v1",,,"2016-12-27 09:14:42","2016-12-27 09:14:42",,"130","http://visit.2626.today/130-autosave-v1/","0","revision",,"0"
"218","2","2016-12-28 06:29:15","2016-12-28 06:29:15","
		window.onfocus = function () { 
           document.getElementsByTagName(&quot;TITLE&quot;)[0].innerHTML = &quot;2626 Creative Studio&quot;;
		}; 

		window.onblur = function () {  
           document.getElementsByTagName(&quot;TITLE&quot;)[0].innerHTML = &quot;Hey, Come Back!&quot;;
		}; ",,,"publish","closed","closed",,"218",,,"2016-12-30 08:38:17","2016-12-30 08:38:17",,"0","http://visit.2626.today/?customjs=218","0","customjs",,"0"
"220","2","2016-12-28 07:31:49","2016-12-28 07:31:49","var isActive = true;

		window.onfocus = function () { 
		  isActive = true; 
		}; 

		window.onblur = function () { 
		  isActive = false; 
		}; 

		// test
		setInterval(function () { 
		  console.log(window.isActive ? &#039;active&#039; : &#039;inactive&#039;);
		  if(window.isActive){
		  	document.getElementsByTagName(&quot;TITLE&quot;)[0].innerHTML = &quot;2626 Creative Studio&quot;;
		  }else{
		  	document.getElementsByTagName(&quot;TITLE&quot;)[0].innerHTML = &quot;Hey, Come Back!&quot;;
		  }
		}, 1);",,,"inherit","closed","closed",,"218-revision-v1",,,"2016-12-28 07:31:49","2016-12-28 07:31:49",,"218","http://visit.2626.today/218-revision-v1/","0","revision",,"0"
"221","2","2016-12-29 10:00:47","2016-12-29 10:00:47",,"Be cool. But also be warm.",,"inherit","closed","closed",,"51-revision-v1",,,"2016-12-29 10:00:47","2016-12-29 10:00:47",,"51","http://visit.2626.today/51-revision-v1/","0","revision",,"0"
"222","2","2016-12-29 10:09:01","2016-12-29 10:09:01",,"Brochures",,"publish","closed","closed",,"222",,,"2017-01-12 10:27:57","2017-01-12 10:27:57",,"0","http://visit.2626.today/?post_type=envira&#038;p=222","0","envira",,"0"
"223","2","2016-12-29 10:06:10","2016-12-29 10:06:10",,"Bacardi-1",,"inherit","open","closed",,"bacardi-1",,,"2016-12-29 10:06:10","2016-12-29 10:06:10",,"222","http://visit.2626.today/wp-content/uploads/Bacardi-1.jpg","0","attachment","image/jpeg","0"
"224","2","2016-12-29 10:06:48","2016-12-29 10:06:48",,"Palmolive-1",,"inherit","open","closed",,"palmolive-1",,,"2016-12-29 10:06:48","2016-12-29 10:06:48",,"222","http://visit.2626.today/wp-content/uploads/Palmolive-1.jpg","0","attachment","image/jpeg","0"
"225","2","2016-12-29 10:07:14","2016-12-29 10:07:14",,"Shell-1",,"inherit","open","closed",,"shell-1",,,"2016-12-29 10:07:14","2016-12-29 10:07:14",,"222","http://visit.2626.today/wp-content/uploads/Shell-1.jpg","0","attachment","image/jpeg","0"
"226","2","2016-12-29 10:07:36","2016-12-29 10:07:36",,"United-Biscuits-1",,"inherit","open","closed",,"united-biscuits-1",,,"2016-12-29 10:07:36","2016-12-29 10:07:36",,"222","http://visit.2626.today/wp-content/uploads/United-Biscuits-1.jpg","0","attachment","image/jpeg","0"
"227","2","2016-12-29 10:43:58","2016-12-29 10:43:58",,"Bacardi-Front",,"inherit","open","closed",,"bacardi-front",,,"2016-12-29 10:43:58","2016-12-29 10:43:58",,"130","http://visit.2626.today/wp-content/uploads/Bacardi-Front.jpg","0","attachment","image/jpeg","0"
"229","2","2016-12-29 10:55:00","2016-12-29 10:55:00",,"12094973_1654725044786423_6542994746356814563_o",,"inherit","open","closed",,"12094973_1654725044786423_6542994746356814563_o",,,"2016-12-29 10:55:00","2016-12-29 10:55:00",,"0","http://visit.2626.today/wp-content/uploads/12094973_1654725044786423_6542994746356814563_o.jpg","0","attachment","image/jpeg","0"
"230","2","2016-12-29 10:55:28","2016-12-29 10:55:28",,"12493533_1683311345261126_958356854384638694_o",,"inherit","open","closed",,"12493533_1683311345261126_958356854384638694_o",,,"2016-12-29 10:55:28","2016-12-29 10:55:28",,"0","http://visit.2626.today/wp-content/uploads/12493533_1683311345261126_958356854384638694_o.jpg","0","attachment","image/jpeg","0"
"231","2","2016-12-29 10:55:49","2016-12-29 10:55:49",,"14114819_1774259886166271_826021486856490767_o",,"inherit","open","closed",,"14114819_1774259886166271_826021486856490767_o",,,"2016-12-29 10:55:49","2016-12-29 10:55:49",,"0","http://visit.2626.today/wp-content/uploads/14114819_1774259886166271_826021486856490767_o.jpg","0","attachment","image/jpeg","0"
"232","2","2016-12-29 11:26:18","2016-12-29 11:26:18",,"01-04-2016",,"inherit","open","closed",,"01-04-2016",,,"2016-12-29 11:26:18","2016-12-29 11:26:18",,"0","http://visit.2626.today/wp-content/uploads/01-04-2016.gif","0","attachment","image/gif","0"
"233","2","2016-12-29 11:26:32","2016-12-29 11:26:32",,"13533098_1031204723628897_1455449967657185992_n",,"inherit","open","closed",,"13533098_1031204723628897_1455449967657185992_n",,,"2016-12-29 11:26:32","2016-12-29 11:26:32",,"0","http://visit.2626.today/wp-content/uploads/13533098_1031204723628897_1455449967657185992_n.png","0","attachment","image/png","0"
"234","2","2016-12-29 11:26:40","2016-12-29 11:26:40",,"15591368_1181695538579814_4881999899854883391_o",,"inherit","open","closed",,"15591368_1181695538579814_4881999899854883391_o",,,"2016-12-29 11:26:40","2016-12-29 11:26:40",,"0","http://visit.2626.today/wp-content/uploads/15591368_1181695538579814_4881999899854883391_o.jpg","0","attachment","image/jpeg","0"
"235","2","2016-12-29 11:27:12","2016-12-29 11:27:12",,"Bar",,"inherit","open","closed",,"bar",,,"2016-12-29 11:27:12","2016-12-29 11:27:12",,"0","http://visit.2626.today/wp-content/uploads/Bar.jpg","0","attachment","image/jpeg","0"
"236","2","2016-12-29 11:27:56","2016-12-29 11:27:56",,"beach_FB 2",,"inherit","open","closed",,"beach_fb-2",,,"2016-12-29 11:27:56","2016-12-29 11:27:56",,"0","http://visit.2626.today/wp-content/uploads/beach_FB-2.jpg","0","attachment","image/jpeg","0"
"237","2","2016-12-29 11:29:00","2016-12-29 11:29:00",,"godfatherChristmas1",,"inherit","open","closed",,"godfatherchristmas1",,,"2016-12-29 11:29:00","2016-12-29 11:29:00",,"0","http://visit.2626.today/wp-content/uploads/godfatherChristmas1.jpg","0","attachment","image/jpeg","0"
"238","2","2016-12-29 11:29:25","2016-12-29 11:29:25",,"Huggy",,"inherit","open","closed",,"huggy",,,"2016-12-29 11:29:25","2016-12-29 11:29:25",,"0","http://visit.2626.today/wp-content/uploads/Huggy.gif","0","attachment","image/gif","0"
"239","2","2016-12-29 11:29:39","2016-12-29 11:29:39",,"Winners",,"inherit","open","closed",,"winners",,,"2016-12-29 11:29:39","2016-12-29 11:29:39",,"0","http://visit.2626.today/wp-content/uploads/Winners.png","0","attachment","image/png","0"
"242","2","2016-12-29 12:15:11","2016-12-29 12:15:11",,"Monkey Shoulder Social",,"publish","closed","closed",,"monkey-shoulder-social",,,"2017-01-12 10:28:44","2017-01-12 10:28:44",,"0","http://visit.2626.today/?post_type=envira&#038;p=242","0","envira",,"0"
